Survey,Quarter,Country,Ship,Gear,SweepLngt,GearExp,DoorType,StNo,HaulNo,Year,Month,Day,TimeShot,Stratum,HaulDur,DayNight,ShootLat,ShootLong,HaulLat,HaulLong,StatRec,Depth,HaulVal,StdSpecRecCode,BycSpecRecCode,DataType,Netopening,Rigging,Tickler,Distance,Warplngt,TowDir,WindDir,WindSpeed,SwellDir,SwellHeight,ICESArea,AphiaID,Species,SpecVal,Sex,SubFactor,LngtClass,HLNoAtLngt,NoPerHaul,BeamWidth,DistanceDerived,CPUE_number_per_hour,SweptArea_km2,CPUE_number_per_km2
BTS,3,GFR,SOL,BT7,-9,-9,-9,583,27,2003,8,10,0512,-9,30,D,56.9773,4.8033,56.9455,4.8035,42F4,65,V,1,1,R,0.6000,T,5,3540,450,180,,0,,,IVb,105865,Amblyraja radiata,,,,,,,7,3540,0.00,0.02,0.00
BTS,3,GFR,SOL,BT7,-9,-9,-9,584,28,2003,8,10,0733,-9,30,D,56.7807,4.8130,56.7478,4.8078,42F4,61,V,1,1,R,0.6000,T,5,3664,350,180,140,4,,,IVb,105865,Amblyraja radiata,,,,,,,7,3664,0.00,0.03,0.00
BTS,3,GFR,SOL,BT7,-9,-9,-9,585,29,2003,8,10,0939,-9,30,D,56.6247,5.0422,56.6267,5.1043,42F5,64,V,1,1,R,0.6000,T,5,3809,450,90,130,5,,,IVb,105865,Amblyraja radiata,,,,,,,7,3809,0.00,0.03,0.00
BTS,3,GFR,SOL,BT7,-9,-9,-9,586,30,2003,8,10,1057,-9,19,D,56.5905,5.1893,56.5922,5.2253,42F5,59,V,1,1,R,0.6000,T,5,2212,400,85,135,5,,,IVb,105865,Amblyraja radiata,,,,,,,7,2212,0.00,0.02,0.00
BTS,3,GFR,SOL,BT7,-9,-9,-9,587,31,2003,8,10,1501,-9,30,D,56.5380,6.1722,56.5693,6.1932,42F6,35,V,1,1,R,0.6000,T,5,3714,200,360,130,5,,,IVb,105865,Amblyraja radiata,,,,,,,7,3714,0.00,0.03,0.00
BTS,3,GFR,SOL,BT7,-9,-9,-9,588,32,2003,8,11,0509,-9,30,D,56.7903,6.2857,56.8217,6.2685,42F6,49,V,1,1,R,0.6000,T,5,3637,300,340,130,4,,,IVb,105865,Amblyraja radiata,,,,,,,7,3637,0.00,0.03,0.00
BTS,3,GFR,SOL,BT7,-9,-9,-9,589,33,2003,8,11,0653,-9,30,D,56.9535,6.3848,56.9852,6.3663,42F6,55,V,1,1,R,0.6000,T,5,3695,300,350,170,4,,,IVb,105865,Amblyraja radiata,,,,,,,7,3695,0.00,0.03,0.00
BTS,3,GFR,SOL,BT7,-9,-9,-9,590,34,2003,8,11,0834,-9,30,D,57.0812,6.5252,57.0592,6.5682,43F6,61,V,1,1,R,0.6000,T,5,3569,400,130,160,5,,,IVb,105865,Amblyraja radiata,,,,,,,7,3569,0.00,0.02,0.00
BTS,3,GFR,SOL,BT7,-9,-9,-9,591,35,2003,8,11,1023,-9,16,D,57.0552,6.6908,57.0547,6.7220,43F6,56,V,1,1,R,0.6000,T,5,1886,400,95,140,5,,,IVb,105865,Amblyraja radiata,,,,,,,7,1886,0.00,0.01,0.00
BTS,3,GFR,SOL,BT7,-9,-9,-9,592,36,2003,8,11,1144,-9,30,D,57.0503,6.9153,57.0635,6.9717,43F6,55,V,1,1,R,0.6000,T,5,3708,350,45,140,6,,,IVb,105865,Amblyraja radiata,,,,,,,7,3708,0.00,0.03,0.00
BTS,3,GFR,SOL,BT7,-9,-9,-9,593,37,2003,8,11,1247,-9,30,D,57.0708,7.0465,57.0768,7.1062,43F7,51,V,1,1,R,0.6000,T,5,3668,350,80,160,4,,,IVb,105865,Amblyraja radiata,,,,,,,7,3668,0.00,0.03,0.00
BTS,3,GFR,SOL,BT7,-9,-9,-9,594,38,2003,8,11,1400,-9,30,D,57.0917,7.2137,57.1058,7.2728,43F7,42,V,1,1,R,0.6000,T,5,3905,300,70,160,3,,,IVb,105865,Amblyraja radiata,,,,,,,7,3905,0.00,0.03,0.00
BTS,3,GFR,SOL,BT7,-9,-9,-9,595,39,2003,8,12,0511,-9,30,D,57.1017,7.4203,57.0972,7.4768,43F7,36,V,1,1,R,0.6000,T,5,3449,250,90,310,7,,,IVb,105865,Amblyraja radiata,,,,,,,7,3449,0.00,0.02,0.00
BTS,3,GFR,SOL,BT7,-9,-9,-9,596,40,2003,8,12,0617,-9,30,D,57.0715,7.4403,57.0460,7.4033,43F7,34,V,1,1,R,0.6000,T,5,3612,250,220,280,10,,,IVb,105865,Amblyraja radiata,,,,,,,7,3612,0.00,0.03,0.00
BTS,3,GFR,SOL,BT7,-9,-9,-9,597,41,2003,8,12,0901,-9,31,D,56.7575,7.5318,56.7257,7.5422,42F7,35,V,1,1,R,0.6000,T,5,3595,300,170,280,8,,,IVb,105865,Amblyraja radiata,,,,,,,7,3595,0.00,0.03,0.00
BTS,3,GFR,SOL,BT7,-9,-9,-9,598,42,2003,8,12,1049,-9,30,D,56.5917,7.6463,56.5582,7.6565,42F7,28,V,1,1,R,0.6000,T,5,3777,200,170,280,7,,,IVb,105865,Amblyraja radiata,,,,,,,7,3777,0.00,0.03,0.00
BTS,3,GFR,SOL,BT7,-9,-9,-9,599,43,2003,8,12,1220,-9,30,D,56.5747,7.4985,56.5752,7.4385,42F7,34,V,1,1,R,0.6000,T,5,3676,250,270,280,7,,,IVb,105865,Amblyraja radiata,,,,,,,7,3676,0.00,0.03,0.00
BTS,3,GFR,SOL,BT7,-9,-9,-9,600,44,2003,8,12,1345,-9,30,D,56.5412,7.3010,56.5102,7.2930,42F7,36,V,1,1,R,0.6000,T,5,3482,250,185,280,7,,,IVb,105865,Amblyraja radiata,,,,,,,7,3482,0.00,0.02,0.00
BTS,3,GFR,SOL,BT7,-9,-9,-9,601,45,2003,8,13,0510,-9,30,D,56.2503,7.3323,56.2822,7.3475,41F7,31,V,1,1,R,0.6000,T,5,3662,250,30,330,7,,,IVb,105865,Amblyraja radiata,,,,,,,7,3662,0.00,0.03,0.00
BTS,3,GFR,SOL,BT7,-9,-9,-9,602,46,2003,8,13,0629,-9,30,D,56.3088,7.4487,56.3417,7.4372,41F7,33,V,1,1,R,0.6000,T,5,3719,250,340,280,5,,,IVb,105865,Amblyraja radiata,,,,,,,7,3719,0.00,0.03,0.00
BTS,3,GFR,SOL,BT7,-9,-9,-9,603,47,2003,8,13,0815,-9,30,D,56.2962,7.7010,56.2658,7.6817,41F7,27,V,1,1,R,0.6000,T,5,3578,200,200,230,5,,,IVb,105865,Amblyraja radiata,,,,,,,7,3578,0.00,0.03,0.00
BTS,3,GFR,SOL,BT7,-9,-9,-9,604,48,2003,8,13,0949,-9,30,D,56.1917,7.5173,56.1785,7.4653,41F7,29,V,1,1,R,0.6000,T,5,3535,200,240,250,8,,,IVb,105865,Amblyraja radiata,,,,,,,7,3535,0.00,0.02,0.00
BTS,3,GFR,SOL,BT7,-9,-9,-9,605,49,2003,8,13,1243,-9,30,D,55.8853,7.3343,55.8537,7.3317,40F7,23,V,1,1,R,0.6000,T,5,3525,200,180,250,9,,,IVb,105865,Amblyraja radiata,,,,,,,7,3525,0.00,0.02,0.00
BTS,3,GFR,SOL,BT7,-9,-9,-9,606,50,2003,8,13,1433,-9,30,D,55.8255,7.6112,55.7995,7.5892,40F7,19,V,1,1,R,0.6000,T,5,3201,150,210,270,11,,,IVb,105865,Amblyraja radiata,,,,,,,7,3201,0.00,0.02,0.00
BTS,3,GFR,SOL,BT7,-9,-9,-9,607,51,2003,8,13,1637,-9,30,D,55.6363,7.6047,55.6265,7.5543,40F7,15,V,1,1,R,0.6000,T,5,3343,100,250,260,13,,,IVb,105865,Amblyraja radiata,,,,,,,7,3343,0.00,0.02,0.00
BTS,3,GFR,SOL,BT7,-9,-9,-9,747,1,2002,8,9,0520,-9,30,D,55.6837,5.5138,55.7043,5.4703,40F5,50,V,1,1,R,0.6000,T,5,3566,300,290,135,3,,,IVb,105865,Amblyraja radiata,,,,,,,7,3566,0.00,0.02,0.00
BTS,3,GFR,SOL,BT7,-9,-9,-9,748,2,2002,8,9,0648,-9,30,D,55.8072,5.4692,55.8422,5.4820,40F5,50,V,1,1,R,0.6000,T,5,3974,300,10,135,3,,,IVb,105865,Amblyraja radiata,,,,,,,7,3974,0.00,0.03,0.00
BTS,3,GFR,SOL,BT7,-9,-9,-9,749,3,2002,8,9,0809,-9,31,D,55.8412,5.3547,55.8610,5.3050,40F5,50,V,1,1,R,0.6000,T,5,3805,300,300,135,5,,,IVb,105865,Amblyraja radiata,1,-9,1.0000,230,1.00,1.000000,7,3805,1.94,0.03,37.54
BTS,3,GFR,SOL,BT7,-9,-9,-9,749,3,2002,8,9,0809,-9,31,D,55.8412,5.3547,55.8610,5.3050,40F5,50,V,1,1,R,0.6000,T,5,3805,300,300,135,5,,,IVb,105865,Amblyraja radiata,1,-9,1.0000,240,1.00,1.000000,7,3805,1.94,0.03,37.54
BTS,3,GFR,SOL,BT7,-9,-9,-9,750,4,2002,8,9,1037,-9,30,D,55.8902,4.9883,55.9253,4.9783,40F4,39,V,1,1,R,0.6000,T,5,3960,250,350,140,3,,,IVb,105865,Amblyraja radiata,,,,,,,7,3960,0.00,0.03,0.00
BTS,3,GFR,SOL,BT7,-9,-9,-9,751,5,2002,8,9,1222,-9,20,D,55.9155,4.7492,55.9250,4.7060,40F4,39,V,1,1,R,0.6000,T,5,2890,250,290,130,4,,,IVb,105865,Amblyraja radiata,,,,,,,7,2890,0.00,0.02,0.00
BTS,3,GFR,SOL,BT7,-9,-9,-9,752,6,2002,8,9,1358,-9,30,D,55.9492,4.4190,55.9447,4.3502,40F4,47,V,1,1,R,0.6000,T,5,4315,300,260,130,3,,,IVb,105865,Amblyraja radiata,1,F,1.0000,200,1.00,1.000000,7,4315,2.00,0.03,33.11
BTS,3,GFR,SOL,BT7,-9,-9,-9,752,6,2002,8,9,1358,-9,30,D,55.9492,4.4190,55.9447,4.3502,40F4,47,V,1,1,R,0.6000,T,5,4315,300,260,130,3,,,IVb,105865,Amblyraja radiata,1,F,1.0000,220,2.00,2.000000,7,4315,4.00,0.03,66.21
BTS,3,GFR,SOL,BT7,-9,-9,-9,752,6,2002,8,9,1358,-9,30,D,55.9492,4.4190,55.9447,4.3502,40F4,47,V,1,1,R,0.6000,T,5,4315,300,260,130,3,,,IVb,105865,Amblyraja radiata,1,F,1.0000,250,2.00,2.000000,7,4315,4.00,0.03,66.21
BTS,3,GFR,SOL,BT7,-9,-9,-9,752,6,2002,8,9,1358,-9,30,D,55.9492,4.4190,55.9447,4.3502,40F4,47,V,1,1,R,0.6000,T,5,4315,300,260,130,3,,,IVb,105865,Amblyraja radiata,1,F,1.0000,280,1.00,1.000000,7,4315,2.00,0.03,33.11
BTS,3,GFR,SOL,BT7,-9,-9,-9,752,6,2002,8,9,1358,-9,30,D,55.9492,4.4190,55.9447,4.3502,40F4,47,V,1,1,R,0.6000,T,5,4315,300,260,130,3,,,IVb,105865,Amblyraja radiata,1,F,1.0000,320,1.00,1.000000,7,4315,2.00,0.03,33.11
BTS,3,GFR,SOL,BT7,-9,-9,-9,752,6,2002,8,9,1358,-9,30,D,55.9492,4.4190,55.9447,4.3502,40F4,47,V,1,1,R,0.6000,T,5,4315,300,260,130,3,,,IVb,105865,Amblyraja radiata,1,M,1.0000,130,1.00,1.000000,7,4315,2.00,0.03,33.11
BTS,3,GFR,SOL,BT7,-9,-9,-9,752,6,2002,8,9,1358,-9,30,D,55.9492,4.4190,55.9447,4.3502,40F4,47,V,1,1,R,0.6000,T,5,4315,300,260,130,3,,,IVb,105865,Amblyraja radiata,1,M,1.0000,160,1.00,1.000000,7,4315,2.00,0.03,33.11
BTS,3,GFR,SOL,BT7,-9,-9,-9,752,6,2002,8,9,1358,-9,30,D,55.9492,4.4190,55.9447,4.3502,40F4,47,V,1,1,R,0.6000,T,5,4315,300,260,130,3,,,IVb,105865,Amblyraja radiata,1,M,1.0000,200,2.00,2.000000,7,4315,4.00,0.03,66.21
BTS,3,GFR,SOL,BT7,-9,-9,-9,752,6,2002,8,9,1358,-9,30,D,55.9492,4.4190,55.9447,4.3502,40F4,47,V,1,1,R,0.6000,T,5,4315,300,260,130,3,,,IVb,105865,Amblyraja radiata,1,M,1.0000,220,1.00,1.000000,7,4315,2.00,0.03,33.11
BTS,3,GFR,SOL,BT7,-9,-9,-9,752,6,2002,8,9,1358,-9,30,D,55.9492,4.4190,55.9447,4.3502,40F4,47,V,1,1,R,0.6000,T,5,4315,300,260,130,3,,,IVb,105865,Amblyraja radiata,1,M,1.0000,230,1.00,1.000000,7,4315,2.00,0.03,33.11
BTS,3,GFR,SOL,BT7,-9,-9,-9,752,6,2002,8,9,1358,-9,30,D,55.9492,4.4190,55.9447,4.3502,40F4,47,V,1,1,R,0.6000,T,5,4315,300,260,130,3,,,IVb,105865,Amblyraja radiata,1,M,1.0000,260,1.00,1.000000,7,4315,2.00,0.03,33.11
BTS,3,GFR,SOL,BT7,-9,-9,-9,752,6,2002,8,9,1358,-9,30,D,55.9492,4.4190,55.9447,4.3502,40F4,47,V,1,1,R,0.6000,T,5,4315,300,260,130,3,,,IVb,105865,Amblyraja radiata,1,M,1.0000,270,1.00,1.000000,7,4315,2.00,0.03,33.11
BTS,3,GFR,SOL,BT7,-9,-9,-9,752,6,2002,8,9,1358,-9,30,D,55.9492,4.4190,55.9447,4.3502,40F4,47,V,1,1,R,0.6000,T,5,4315,300,260,130,3,,,IVb,105865,Amblyraja radiata,1,M,1.0000,300,1.00,1.000000,7,4315,2.00,0.03,33.11
BTS,3,GFR,SOL,BT7,-9,-9,-9,752,6,2002,8,9,1358,-9,30,D,55.9492,4.4190,55.9447,4.3502,40F4,47,V,1,1,R,0.6000,T,5,4315,300,260,130,3,,,IVb,105865,Amblyraja radiata,1,M,1.0000,320,1.00,1.000000,7,4315,2.00,0.03,33.11
BTS,3,GFR,SOL,BT7,-9,-9,-9,753,7,2002,8,12,0516,-9,30,D,56.2193,4.5678,56.1997,4.5172,41F4,58,V,1,1,R,0.6000,T,5,3821,300,230,300,6,,,IVb,105865,Amblyraja radiata,,,,,,,7,3821,0.00,0.03,0.00
BTS,3,GFR,SOL,BT7,-9,-9,-9,754,8,2002,8,12,0649,-9,30,D,56.1308,4.3642,56.1095,4.3185,41F4,60,V,1,1,R,0.6000,T,5,3693,350,230,290,7,,,IVb,105865,Amblyraja radiata,,,,,,,7,3693,0.00,0.03,0.00
BTS,3,GFR,SOL,BT7,-9,-9,-9,755,9,2002,8,12,0950,-9,30,D,55.9875,3.9398,55.9842,3.8865,40F3,58,V,1,1,R,0.6000,T,5,3338,350,260,300,7,,,IVb,105865,Amblyraja radiata,,,,,,,7,3338,0.00,0.02,0.00
BTS,3,GFR,SOL,BT7,-9,-9,-9,756,10,2002,8,12,1103,-9,40,D,55.9573,3.8082,55.9810,3.7545,40F3,58,V,1,1,R,0.6000,T,5,4252,350,300,320,10,,,IVb,105865,Amblyraja radiata,,,,,,,7,4252,0.00,0.03,0.00
BTS,3,GFR,SOL,BT7,-9,-9,-9,757,11,2002,8,12,1229,-9,31,D,56.0508,3.6978,56.0810,3.6715,41F3,69,V,1,1,R,0.6000,T,5,3731,450,330,330,11,,,IVb,105865,Amblyraja radiata,,,,,,,7,3731,0.00,0.03,0.00
BTS,3,GFR,SOL,BT7,-9,-9,-9,758,12,2002,8,12,1431,-9,30,D,56.2343,3.6408,56.2630,3.6322,41F3,72,V,1,1,R,0.6000,T,5,3232,450,350,320,11,,,IVb,105865,Amblyraja radiata,,,,,,,7,3232,0.00,0.02,0.00
BTS,3,GFR,SOL,BT7,-9,-9,-9,759,13,2002,8,13,0517,-9,30,D,56.7450,3.5958,56.7762,3.6123,42F3,60,V,1,1,R,0.6000,T,5,3609,350,10,260,5,,,IVb,105865,Amblyraja radiata,,,,,,,7,3609,0.00,0.03,0.00
BTS,3,GFR,SOL,BT7,-9,-9,-9,760,14,2002,8,13,0729,-9,30,D,56.9395,3.7868,56.9730,3.7805,42F3,62,V,1,1,R,0.6000,T,5,3745,400,360,270,7,,,IVb,105865,Amblyraja radiata,,,,,,,7,3745,0.00,0.03,0.00
BTS,3,GFR,SOL,BT7,-9,-9,-9,761,15,2002,8,13,0856,-9,15,D,57.0595,3.7807,57.0753,3.7993,43F3,60,V,1,1,R,0.6000,T,5,2091,400,35,270,6,,,IVb,105865,Amblyraja radiata,,,,,,,7,2091,0.00,0.01,0.00
BTS,3,GFR,SOL,BT7,-9,-9,-9,762,16,2002,8,13,1021,-9,30,D,57.1997,3.8512,57.2000,3.9210,43F3,63,V,1,1,R,0.6000,T,5,4207,400,90,210,4,,,IVb,105865,Amblyraja radiata,,,,,,,7,4207,0.00,0.03,0.00
